beta1_values,term,estimate,p.value
6,x,2.050239193663304,0.8439151801482978
6,x,7.6581276290721725,0.3182467600704226
6,x,-0.14425966768683435,0.9846330079293696
6,x,4.830930400387765,0.7329905088068245
6,x,-7.554585751938966,0.39412619584154873
6,x,18.094515245464127,0.08563812969760688
6,x,26.830063095675992,0.03173775227802698
6,x,19.591275519074944,0.029501555232092438
6,x,-21.086370297629088,0.00424150834206066
6,x,10.771688371212852,0.13292380179645097
6,x,8.386539539181804,0.5192464148888573
6,x,8.9303886616728,0.36342855867685364
6,x,17.584387271247135,0.05729406590831837
6,x,-20.578687080088464,0.0410191680830884
6,x,4.4018733402134105,0.6025217487956194
6,x,1.4279332783873264,0.882661490213901
6,x,-6.7041568697197915,0.3823973816066165
6,x,6.03211001154835,0.45418382455166073
6,x,2.5919383438132564,0.8076809145330965
6,x,8.999298973769868,0.40782035120420923
6,x,11.465897918052878,0.2564575529927009
6,x,12.499751268985623,0.3079553938879365
6,x,5.748676060072695,0.5249537662458643
6,x,26.407086076936658,0.023172479002464687
6,x,1.4470770450735964,0.8890714553822264
6,x,17.350347448641774,0.03173146715061667
6,x,9.06413213734057,0.4127043963782404
6,x,12.28663446794162,0.04494414786472296
6,x,-3.555665755980914,0.6555925771139014
6,x,-0.27814723956626247,0.9694223313176105
6,x,4.729044522821914,0.6224426937521089
6,x,24.896420085381656,0.021414365757697423
6,x,0.2886190874778894,0.9779473020504703
6,x,7.287382003632074,0.30304573941265567
6,x,6.447890942529619,0.5337367325519597
6,x,10.512980820638148,0.17128083784661685
6,x,-5.609774396714841,0.5255338886583937
6,x,19.04668437108049,0.04105301196502852
6,x,4.540503567710873,0.6658876964058908
6,x,6.546570610556285,0.5153417556093214
6,x,2.008134744170033,0.7934538974820791
6,x,-3.215954761325299,0.7071323035217052
6,x,5.989784613609359,0.36225050185995233
6,x,23.602310536023218,0.07750722095702924
6,x,7.349180698892031,0.34032606420075984
6,x,9.124227473433884,0.29230680492670563
6,x,-3.648289801371729,0.7242934477198761
6,x,1.2152640278087283,0.9098894328651573
6,x,13.903747730908124,0.1371925915937883
6,x,-2.6083106913613188,0.7433494566499209
6,x,10.657744968091965,0.11101019347613067
6,x,-0.6269443210659722,0.9463177292425613
6,x,2.5614565545884456,0.7729146862195166
6,x,-9.938660685423084,0.5119697635316187
6,x,-0.3632624063190002,0.9717763838390684
